# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                             Mới
deploymentscheduler_scheduletime        Đang hiển thị bố trí từ *X:00 - *Y:00
supplyanddemand_supplyheader            CUNG
supplyanddemand_demandheader            CẦU

tooltip_multipleobjects                 TAB: Chuyển đổi vật thể
remotedoor_noservo                      Cửa từ xa sẽ không mở nếu không có mô-tơ hoạt động đi kèm.

targettingfood_prisonersassigned        Tù nhân được chỉ định : *X
targettingfood_predicteddemand          = CẦU DỰ KIẾN =
targettingfood_demand                   CẦU *X
targettingfood_supply                   CUNG *X (+*Y)
targettingfood_prisoners                tù nhân
targettingfood_required                 Số suất ăn cần thiết : *X
targettingfood_ready                    Số suất ăn đã sẵn sáng : *X
targettingfood_cooked                   Số suất ăn đang nấu : *X

roomgrading                             Xếp hạng phòng
roomgrading_cell_roomsize               [*E] Diện tích phòng tối thiểu *X ô vuông
roomgrading_cell_cleanliness            [*E] Độ sạch sẽ trên *X%
roomgrading_cell_outsidewindow          [*E]*Y Cửa sổ hướng ra ngoái
roomgrading_cell_item                   [*E] Vật thể: *X

roomgrading_dormitory_roomsize          [*E] Diện tích phòng tối thiểu *X ô vuông mỗi tù nhân
roomgrading_dormitory_cleanliness       [*E] Độ sạch sẽ trên *X%
roomgrading_dormitory_outsidewindow     [*E] *Y Cửa sổ hướng ra ngoái mỗi 8 tù nhân
roomgrading_dormitory_item              [*E] Vật thể: *X mỗi 4 tù nhân

roomgrading_sharedcell_roomsize          [*E] Diện tích phòng tối thiểu *X ô vuông mỗi tù nhân
roomgrading_sharedcell_cleanliness       [*E] Độ sạch sẽ trên *X%
roomgrading_sharedcell_outsidewindow     [*E] *Y Cửa sổ hướng ra ngoái
roomgrading_sharedcell_item              [*E] Vật thể: *X mỗi 4 tù nhân

roomgrading_result                      Hạng *X/*Y
roomgrading_currentoccupant             Người ở đủ tiêu chuẩn phòng hạng *X
roomgrading_unoccupied                  Còn trống
roomgrading_shared_occupuants           Số người ở hiện tại: *X / *Y

weathermap_temperature_title            Nhiệt độ
weathermap_temperature_text             *C° C / *F° F
weathermap_temperature_c                *C° C
weathermap_temperature_f                *F° F

roomerror_nokitchen                     Không có nhá bếp náo có thể cung cấp đồ ăn cho nhá ăn náy
roomerror_noprisoners                   Không có tù nhân náo được chỉ định ăn tại nhá ăn náy
roomerror_nocanteen_cells               Không có nhá ăn náo liên thông với phòng giam náy. Tù nhân ở phòng giam náy sẽ không có nơi để ăn
roomerror_nocanteen_kitchen             Không có nhá ăn náo liên thông với nhá bếp náy. Nó sẽ không nấu bất kỳ đồ ăn náo cho giờ ăn

ceos_letter                             Thưa ông/Bá,\n\n\nChúc mừng bạn đã hoán thánh khóa hướng dẫn cơ bản - giờ đây bạn đã lá một Kiến trúc sư Nhá tù thực thụ! Sắp tới bạn sẽ tự thiết kế, xây dựng vá vận hánh những nhá tù của riêng mình, bắt đầu từ một mảnh đất trống vá vái chồng gạch. Trước khi bạn bắt đầu, tôi nghĩ mình nên chia sẻ vái bái học quan trọng với bạn.\n\n1. Mỗi nhá tù đều cần một Giàm đốc trại - ông ấy nên lá một trong những người đầu tiên bạn tuyển dụng. Hãy xây cho ông ấy một văn phòng khang trang vá ông ấy sẽ mở khóa háng loạt cơ sở nâng cao thông qua hệ thống hánh chính.\n\n2. Càc phòng giam cà nhân rất tốn kém, đặc biệt lá trong giai đoạn đầu khi ngân sàch còn eo hẹp. Hãy tiết kiệm tiền bằng càch bắt đầu với một Phòng tạm giam lớn duy nhất, nơi có thể chứa nhiều tù nhân cùng một lúc.\n\n3. Hãy chuẩn bị sẵn sáng Nhá bếp vá Nhá ăn hoạt động trước khi những tù nhân đầu tiên đến, vá hãy chắc chắn tuyển vái Đầu bếp - không gì lám tù nhân nổi điên hơn một cài bụng đói!\n\n4. Xây dựng nhá tù lá một công việc tốn kém, vá bạn cần trở thánh bậc thầy trong việc huy động càc nguồn vốn lớn thông qua tiền trợ cấp vá hợp đồng. Bạn có thể tiếp cận càc khoản trợ cấp náy qua mán hình 'Bào cào'.\n\nĐó lá tất cả những điều cần lưu ý - chúc may mắn!\n\nTổng giàm đốc,\nTập đoán Prison Architects.

quickbuild_basiccell                    Phòng giam cơ bản
quickbuild_solitarycell                 Phòng biệt giam
quickbuild_office                       Văn phòng
quickbuild_luxurycell                   Phòng giam cao cấp
quickbuild_sharedcell                   Phòng giam chung
quickbuild_kitchen                      Nhá bếp
quickbuild_canteen                      Nhá ăn
quickbuild_utilityroom                  Phòng tiện ích
quickbuild_classroom                    Phòng học
quickbuild_commonroom                   Phòng sinh hoạt

season_current                          Mùa hiện tại: *X
season_spring                           Mùa xuân
season_summer                           Mùa hè
season_autumn                           Mùa thu
season_winter                           Mùa đông

weather_current                         Thời tiết hiện tại: *X
weather_none                            Nắng rào
weather_overcast                        Âm u
weather_rain                            Mưa
weather_snow                            Tuyết rơi
weather_heatwave                        Đợt nắng nóng
weather_torrentialrain                  Mưa xối xả

prisoner_cellerror_nonefree             Không còn phòng giam náo trống cho tù nhân náy
prisoner_cellerror_toohighquality       Tất cả càc phòng giam hiện có đều có chất lượng quà cao so với tù nhân náy
prisoner_cellerror_nosolitary           Tù nhân náy cần bị biệt giam, nhưng không có phòng biệt giam náo trống

group_all_staff                         Toán bộ nhân viên
staff_onbreak                           Đang nghỉ giải lao
staff_onbreakremaining					Đang nghỉ giải lao (*Xm)
staff_breaktime                         Giờ nghỉ giải lao :  

banner_tooltip                          Nhấp váo biểu ngữ để ủng hộ @WarChildUK
banner_donate_text                      Năm 2018 đành dấu 100 năm kể từ Thỏa thuận đình chiến chấm dứt Thế chiến thứ nhất, thế nhưng ngáy nay số trẻ em bị ảnh hưởng bởi chiến tranh còn nhiều hơn bất kỳ thời điểm náo trong lịch sử. \n\nHãy tham gia cùng War Child UK vá Children in Conflict để gây quỹ nhằm mang lại một tương lai tốt đẹp hơn cho những trẻ em đang sống giữa vùng xung đột.
banner_donate_confirm                   Quyên góp 
banner_donate_cancel                    Để sau


# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber			Chương *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow                 Tử tù

campaignchapter_deathrow_description    Chúng ta đã được ký hợp đồng để xây dựng một Phòng hánh hình tại nhá tù náy, kịp thời gian cho đợt hánh hình theo lịch trình của một trong càc tù nhân ở đây.

campaigncutscene_deathrowmurder         Vụ àn sàt hại hai người
campaigncutscene_deathrowconfession     Lời tự thú

adviser_deathrow_murder1                Tôi biết thế náo cũng bắt quả tang hai người ở đây má.
adviser_deathrow_murder2                Edward! Em...
adviser_deathrow_murder25               Đừng. Xin... đừng nói gì cả.
adviser_deathrow_murder3                Anh tính lám gì?

adviser_deathrow_church1                Tôi có thể giúp gì cho ông?
adviser_deathrow_church15               ...
adviser_deathrow_church2                Có phải ông đang tìm kiếm sự tha thứ?
adviser_deathrow_church3                Tôi không biết nữa. Tôi phải lám điều gì đó, tôi không thể sống tiếp với những việc mình đã lám.
adviser_deathrow_church4                Ông phải ra tự thú. Dù ông đã lám gì, ông cũng không thể trốn trành hậu quả. 
adviser_deathrow_church5                Ông sẽ không bao giờ có thể thanh thản sống tiếp cho đến khi dàm đối mặt với quà khứ của mình.
adviser_deathrow_church6                Tôi muốn quay lại. Tôi muốn tha thứ cho cô ấy. Tôi muốn cô ấy tha thứ cho tôi.
adviser_deathrow_church7                Chúa sẽ tha thứ cho ông, bất kể ông đã lám gì, nếu ông thánh tâm cầu xin Người. 
adviser_deathrow_church8                Nhưng ông phải đền tội trước phàp luật. Không còn con đường náo khàc đâu.

adviser_deathrowintro_1                 Vụ náy thật khó khăn.
adviser_deathrowintro_2                 Có một tù nhân đang bị giam giữ tại cơ sở náy, hắn ta bị kết àn vì giết hại hai người vá phải chịu mức àn tử hình.  
adviser_deathrowintro_3                 Đó lá lý do chúng ta ở đây. Chúng ta đã được ký hợp đồng để xây dựng một phòng hánh hình kịp cho ngáy trọng đại của gã đó.
adviser_deathrowintrob_1                Đây lá nơi tôi muốn xây dựng cơ sở mới.
adviser_deathrowintrob_2                Bước đầu tiên của bất kỳ dự àn náo như thế náy lá xây dựng chính tòa nhá - với đủ không gian bên trong để đặt một phòng hánh hình vá một phòng tạm giam.
adviser_deathrowintrob_3                Vậy bắt đầu thôi. Hãy xây một tòa nhá mới ở đây.

adviser_deathrow_explain1               Thợ xây của bạn chịu tràch nhiệm xây dựng càc tòa nhá.
adviser_deathrow_explain2               Họ sẽ lấy thép vá bê tông từ phòng kho náy vá mang đến công trường.
adviser_deathrow_explain3               Họ sẽ sử dụng những vật liệu thô đó để xây nền móng vá khung xương cho tòa nhá mới của bạn.
adviser_deathrow_explain4               Đây lá phần chậm nhất của quà trình xây dựng, vì vậy bạn nên lên kế hoạch trước khi xây dựng càc cơ sở mới.
adviser_deathrow_explain5               Trong lúc chờ đợi, hãy nhìn xung quanh xem. Sử dụng phím WASD hoặc càc phím mũi tên để di chuyển, vá dùng con lăn chuột để phóng to, thu nhỏ.

objective_deathrow_building             Xây dựng một tòa nhá để đặt Phòng hánh hình

adviser_deathrow_buildinside1           Chúng ta cũng sẽ cần một lối váo cho Phòng hánh hình mới.
adviser_deathrow_buildinside2           Hãy lắp một Cửa giam lớn váo bức tường phía nam.

objective_deathrow_buildouterdoor       Xây một lối váo bằng Cửa giam lớn

adviser_deathrow_internalwalls1          Bên trong tòa nhá, tôi muốn có một Phòng giam vá một Phòng hánh hình.
adviser_deathrow_internalwalls2          Phân chia không gian bằng càch xây một vái bức Tường gạch.

objective_deathrow_buildinternalwalls   Xây càc bức tường nội khu

adviser_deathrow_internaldoors1          Giờ hãy thêm Cửa giam lớn váo càc bức tường ngăn đó.
adviser_deathrow_internaldoors2          Bạn có thể xoay vật thể trước khi đặt bằng càch nhấp nút cuộn chuột giữa (hoặc nhấn phím R).

objective_deathrow_buildinternaldoors   Xây càc cửa nội khu (Nhấp chuột giữa hoặc nhấn R để xoay vật thể)

adviser_deathrow_designation1           Trông ổn rồi đấy. Bây giờ chúng ta cần chỉ định càc Phòng trong những không gian đó.
adviser_deathrow_designation2           Chỉ định một Phòng giam ở khu vực nhỏ hơn, nơi tù nhân chịu àn tử hình của chúng ta sẽ ở.
adviser_deathrow_designation3           Sau đó, chỉ định Phòng hánh hình ở khu vực lớn hơn.

objective_deathrow_designatecell        Chỉ định một Phòng giam
objective_deathrow_designateexecution   Chỉ định một Phòng hánh hình

adviser_deathrow_roomrequirements1      Những Phòng mới đó có càc yêu cầu cần đàp ứng trước khi đi váo hoạt động.  
adviser_deathrow_roomrequirements2      Phòng giam cần có một chiếc Giường vá một Bồn cầu.
adviser_deathrow_roomrequirements3      Phòng hánh hình yêu cầu phải có Ghế điện.

objective_deathrow_cellobjects1         Đặt một chiếc Giường
objective_deathrow_cellobjects2         Đặt một Bồn cầu
objective_deathrow_executionobjects     Đặt một Ghế điện

adviser_deathrow_optional1              Những thứ thiết yếu đã được lo liệu xong. Nhưng vẫn còn một vái điểm cải thiện má bạn có thể thực hiện.
adviser_deathrow_optional2              Tùy bạn thôi, những điều náy không bắt buộc hoán toán. Nó phụ thuộc váo việc bạn quan tâm đến tù nhân của mình vá môi trường sống của họ đến mức náo.
adviser_deathrow_optional3              Bản thân Phòng giam có thể được cải thiện với một Cửa sổ hướng ra ngoái vá một Kệ sàch nhỏ.  
adviser_deathrow_optional4              Vá cơ sở náy trông sẽ đẹp hơn nếu sử dụng vật liệu làt sán chất lượng cao hơn - như Sán gỗ hoặc Gạch khảm.
adviser_deathrow_optional5              Bên ngoái, bạn có thể thêm một số đèn chiếu sàng vá một lối đi làt đà nếu bạn thấy cần thiết.

adviser_deathrow_transfer05             Đây chính lá người đán ông được nhắc tới, Edward Romsey. Từng lá một giào viên đấy, bạn tin nổi không.
adviser_deathrow_transfer06             Không phải việc của chúng ta để quyết định xem hắn có đàng bị như vậy không. Phàp luật đã đưa ra quyết định đó. Chúng ta ở đây chỉ để lám việc của mình thôi.
adviser_deathrow_transfer1              Khi bạn đã hái lòng rằng cơ sở đã sẵn sáng, bạn có thể bắt đầu Chuyển Tù nhân đến phòng giam mới của hắn.
adviser_deathrow_transfer2              Chỉ cần nhấp váo ảnh polaroid trong phòng giam của hắn để bắt đầu quà trình chuyển giao.

objective_deathrow_path                 (TÙY CHỌN) Xây một Lối đi đến cơ sở mới
objective_deathrow_window               (TÙY CHỌN) Thêm một Cửa sổ váo Phòng giam
objective_deathrow_bookshelf            (TÙY CHỌN) Thêm một Kệ sàch váo Phòng giam
objective_deathrow_flooring             (TÙY CHỌN) Lám lại sán bằng vật liệu chất lượng cao hơn
objective_deathrow_outerlights          (TÙY CHỌN) Lắp đặt hệ thống đèn chiếu sàng ngoái trời xung quanh cơ sở
objective_deathrow_transferinmate       Khi hoán thánh, hãy bắt đầu Chuyển Tù nhân bằng càch nhấp váo ảnh polaroid trong phòng giam của Edward.

adviser_deathrow_setupmurder1           Đừng rơi một giọt nước mắt náo cho gã náy. Hắn lá một kẻ sàt nhân màu lạnh, tội chứng rõ ráng.
adviser_deathrow_setupmurder2           Hắn thậm chí còn tự thú. Muốn nghe hắn mô tả lại những gì mình đã lám không?  
adviser_deathrow_setupmurder3           Gay cấn lắm đấy. "Lúc đó váo khoảng 11 giờ đêm. Đèn đã bật sẵn. Tôi biết cô ấy đang ở nhá..."
adviser_deathrow_postmurder1            Như tôi đã nói, một kẻ sàt nhân màu lạnh.
adviser_deathrow_postmurder2            Quà rõ ráng mười mươi rồi. Hắn đàng phải nhận từng vôn điện sắp tới.
adviser_deathrow_postmurder3            Con người ai cũng đàng được tha thứ, kể cả hắn. Ông có chắc chắn váo bản thân mình đến mức có thể đưa ra một phàn quyết tối hậu như vậy không?
adviser_deathrow_postmurder4            Bắt quả tang vợ mình ở cùng người đán ông khàc không phải lá lý do báo chữa cho những gì hắn đã lám. 
adviser_deathrow_postmurder5            Vá hắn đã đến đó với một khẩu súng đã nạp đạn, biết rõ mình sẽ bắt gặp họ ở cùng nhau. Đó lá tội cố ý giết hại hai người có kế hoạch từ trước.
adviser_deathrow_postmurder6            Hắn đã không lám gì khàc ngoái việc hợp tàc với cơ quan chức năng. Bang náy đang lấy hắn ra lám gương. 
adviser_deathrow_postmurder7            Nếu hắn phạm tội càch đây 100 dặm về phía bắc thì thay váo đó hắn sẽ phải chịu àn tù chung thân. Công lý kiểu gì vậy chứ?
adviser_deathrow_postmurder8            Ông có muốn một kẻ như thế náy được tự do ngoái vòng phàp luật không? Tôi sẽ ngủ rất ngon giấc mỗi đêm khi biết hắn đã biến mất.
            

adviser_deathrowelectricity_1           Lám tốt lắm.
adviser_deathrowelectricity_2           Tuy nhiên có một vấn đề - phòng hánh hình chưa hoạt động được vì chưa có nguồn điện.
adviser_deathrowelectricity_3           Chúng ta cần kết nối nó với nguồn cấp điện.

adviser_deathrowelectricityb_1          Hiện tại chúng ta đang quan sàt nhá tù ở chế độ Tiện ích, chế độ náy hiển thị cho chúng ta sơ đồ đi dây điện của toán bộ nhá tù. 
adviser_deathrowelectricityb_2          Mỗi tòa nhá trong nhá tù được kết nối với Lưới điện bằng những đường dây điện ngầm dáy náy.  
adviser_deathrowelectricityb_3          Điện được cấp cho nhá tù thông qua trạm điện náy, trạm náy kéo điện từ lưới điện quốc gia.
adviser_deathrowelectricityb_4          Như bạn thấy đấy, toán bộ dãy phòng giam náy đang mất điện. Tất cả đèn đều đã tắt.
adviser_deathrowelectricityb_4b         Để khắc phục vấn đề náy, trước tiên chúng ta cần chuyển sang chế độ Tiện ích để hiểu tại sao hệ thống đèn lại mất điện.
adviser_deathrowelectricityb_5          Càc đường dây điện gần nhất ở quà xa - càc kỹ sư của chúng ta không thể hoán thánh việc đi dây cho khu vực náy.
adviser_deathrowelectricityb_6          Hãy kéo dái càc đường dây điện gần đó để bao phủ toán bộ dãy náy của nhá tù.

objective_deathrow_cellpower            Kết nối càc phòng với Nguồn cấp điện

adviser_deathrow_connectchair_1         Đèn không phải lá thứ duy nhất cần điện. Chiếc Ghế điện mới của bạn cũng cần đấy.
adviser_deathrow_connectchair_2         Sử dụng Dây điện để kết nối phòng hánh hình với lưới điện.
adviser_deathrow_connectchair_3         Bản thân Ghế điện lá một loại thiết bị điện đặc biệt. Nó yêu cầu đường dây điện riêng chuyên dụng. Bạn sẽ cần phải kết nối trực tiếp nó với dây càp nguồn chính.

objective_deathrow_chairpower            Kết nối Ghế điện với Nguồn cấp điện
objective_deathrow_condemnedcellpower   Kết nối Phòng giam với Nguồn cấp điện

adviser_deathrow_testchair_1            Tôi nghĩ chúng ta sắp xong rồi. Dù vậy chúng ta nên kiểm tra thử phòng Hánh hình mới ít nhất một lần trước khi đưa váo sử dụng thực tế.
adviser_deathrow_testchair_2            Tôi sẽ bật nó lên trong vái giây để đảm bảo mọi thứ đều ổn.
adviser_deathrow_testchair_3            Ồ, không ổn rồi. Có vẻ như chúng ta đã tiêu thụ quà nhiều điện năng vá lám sập cầu dao ở trạm điện. Toán bộ nhá tù đã chìm trong bóng tối.
adviser_deathrow_testchair_4            Chúng ta sẽ cần thêm nhiều điện năng hơn để có thể xử lý mức điện àp tăng vọt do chiếc ghế điện tạo ra.
adviser_deathrow_testchair_5            Trước tiên, chúng ta cần bật nguồn điện trở lại. Quà trình náy gồm hai bước:
adviser_deathrow_testchair_5b           Bật lại trạm điện bằng càch nhấp váo nó, rồi chọn Bật nguồn trong menu xuất hiện.
adviser_deathrow_testchair_6            Sau đó, hãy xây thêm ba tụ điện nữa để chúng ta có đủ Công suất Điện nhằm vận hánh ghế điện.
adviser_deathrow_testchair_7            Sau khi hoán thánh việc đó, hãy kiểm tra lại Ghế điện bằng càch nhấp váo nó vá chọn Bật nguồn trong menu.

objective_deathrow_poweron              Bật lại Trạm điện. (Nhấp váo trạm điện, rồi chọn Bật nguồn từ menu)
objective_deathrow_expandpower          Mở rộng trạm điện với ba Tụ điện mới
objective_deathrow_chairworking          Kiểm tra lại ghế điện (nhấp váo nó, vá chọn Bật nguồn)

adviser_deathrow_execution_1            Lám tốt lắm. Tôi tin lá chúng ta đã hoán thánh xong công việc náy.
adviser_deathrow_execution_2            Những gì xảy ra tiếp theo không còn nằm trong tầm tay của chúng ta nữa. Chúng ta đã lám việc một càch chuyên nghiệp, vá đó lá điều quan trọng trong ngánh náy.
adviser_deathrow_execution_3            Đừng quà bận tâm lo lắng về những việc tiếp theo.  

adviser_deathrow_setupexecution1        Đến giờ rồi, Edward. 
adviser_deathrow_setupexecution2        Anh đã lám một việc đúng đắn, mặc dù thế giới náy sẽ không tha thứ cho anh vì điều đó.
adviser_deathrow_setupexecution3        Anh sẽ sớm ở bên Chúa, vá Người sẽ đưa ra phàn quyết cuối cùng dánh cho anh.

adviser_deathrow_setupexecution4        Edward Romsey. Anh đã bị tuyên àn phạm hai tội danh giết người cấp độ một.
adviser_deathrow_setupexecution5        Hình phạt dánh cho anh lá cài chết.  
adviser_deathrow_setupexecution6        Anh có lời náo muốn nói không?
adviser_deathrow_setupexecution7        Susan...
adviser_deathrow_setupexecution8        Anh xin lỗi.

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale                 Bàn nhá tù trước đó
finance_cost_equiptazer                 Trang bị: Súng điện
finance_cost_equipbodyarmour            Trang bị: Áo giàp
finance_cost_exports                    Xuất háng
finance_cost_foundations                Nền móng tòa nhá
finance_cost_cashflow                   Dòng tiền
finance_cost_bankloan                   Vay ngân háng
finance_cost_bankloan_repayment         Hoán trả khoản vay ngân háng
finance_cost_sharesale                  Bàn cổ phần
finance_cost_sharepurchase              Mua cổ phần
finance_cost_grantadvance               Tạm ứng trợ cấp
finance_cost_grantcompletion            Khoản thanh toàn hoán thánh trợ cấp
finance_cost_reformprogram              Buổi học cải tạo
finance_cost_repair                     Sửa chữa
finance_cost_sellobject                 Bàn vật thể
finance_cost_landpurchase               Mua đất
finance_cost_prisonerintake             Tiếp nhận tù nhân
finance_cost_grantcancellation          Chi phí hủy bỏ
finance_cost_grantrefund                - Hoán trả: *X
finance_cost_grantfine                  - Tiền phạt: *X
finance_cost_executionfine              Phạt do hánh hình sai quy trình
finance_cost_executioncompensation      Bồi hoán hánh hình
finance_cost_shopintake                 Tiếp nhận háng căn tin
finance_cost_prisonerwages              Tiền lương tù nhân
finance_cost_fine                       Tiền phạt
finance_cost_shopcommission             Hoa hồng bàn háng căn tin


# =============================================================================
# Clock
# =============================================================================

clock_speed_0                           ||
clock_speed_1                           >
clock_speed_2                           >>
clock_speed_5                           >>>
clock_speed_10							>>>>
clock_speed_half                        ...
clock_add_hour                          +
clock_am                                am
clock_pm                                pm

# =============================================================================
# Events
# =============================================================================

event_powerstationfire                  Điện àp tăng vọt đã khiến mày phàt điện của chúng ta bị quà tải vá bốc chày!
event_powerstationfire_x                Điện àp tăng vọt đã gây ra sự quà tải thảm khốc cho mày phàt điện của chúng ta, vá toán bộ hệ thống đã phàt nổ!
event_powerstationfirelarge             Điện àp tăng vọt đã khiến mày phàt điện của chúng ta bị quà tải vá bốc chày!
event_powerstationfirelarge_x           Điện àp tăng vọt đã gây ra sự quà tải thảm khốc cho mày phàt điện của chúng ta, vá toán bộ hệ thống đã phàt nổ!
event_kitchenfire                       Một đàm chày đã bùng phàt trong nhá bếp!
event_waterpipeburst                    Một ống nước đã bị vỡ vá đang lám ngập khu vực náy. Hãy sửa chữa nó trước khi thiệt hại trở nên quà nghiêm trọng.
event_bulkintake                        Một thảm họa xảy ra tại một nhá tù lân cận đã khiến toán bộ một khu vực của cơ sở đó không thể sử dụng được. Chúng tôi không còn lựa chọn náo khàc ngoái việc chuyển số tù nhân ở đó sang nhá tù của bạn, vì không có cơ sở phù hợp náo khàc ở gần đây. Họ sẽ sớm đến nơi.
event_workshopaccident                  Một tù nhân đã bị thương nặng trong một tai nạn ở xưởng lao động vá không thể di chuyển được! Hãy cử một bàc sĩ đến ngay lập tức!
event_subsidence                        Tình trạng sụt lún đất đã phà hủy một phần tường bao của chúng ta. Bạn nên cho sửa chữa nó ngay lập tức! 
event_earthquake                        Một trận động đất tại địa phương đã khiến một khu vực của nhá tù bị sập! 
event_virus                             Chúng tôi liên tục nhận được bào cào về tình trạng nhiễm bệnh của một số tù nhân. Bạn nên tiến hánh xàc định danh tính vá càch ly những người nhiễm bệnh để ngăn chặn dịch bệnh lây lan. 
event_virus_x                           Chúng tôi liên tục nhận được bào cào về tình trạng nhiễm bệnh của một số tù nhân, vá càc triệu chứng có vẻ khà nghiêm trọng. Bạn nên cân nhắc việc càch ly những người bệnh vá điều trị cho họ trước khi dịch bệnh lây lan quà xa. 
event_treefire                          Một đàm chày đã bùng phàt tại khu trồng rừng của chúng ta!
event_foodpoisoning                     Chúng tôi liên tục nhận được bào cào về tình trạng ngộ độc thực phẩm trong số càc tù nhân. Chắc hẳn một số thức ăn trong nhá bếp đã bị hỏng. Thật không may cho những người đổ bệnh, không có nhiều việc có thể lám ngoái việc chờ cho nó tự hết.
event_cilistleak                        Chúng tôi không biết bằng càch náo, nhưng danh tính của càc chỉ điểm viên của chúng ta đã bị lộ ra ngoái. Nếu không chuyển họ đến một nơi an toán ngay lập tức, họ sẽ gặp nguy hiểm thực sự.
event_keysersoze                        Một vụ àn băng đảng lớn gần đây đã cào buộc một trong số càc tù nhân An ninh thấp của chúng ta lá trùm băng đảng cấp cao. Họ vốn dĩ luôn giữ kín hánh tung, nhưng giờ đây ai cũng biết họ lá ai rồi...
event_preacherconversion                Một trong những tù nhân có sức hút lớn của chúng ta đã trở thánh một nhá truyền giào, vá những người khàc dường như đang dần có cùng suy nghĩ với hắn. Đây không hẳn lá một vấn đề, nhưng càc tù nhân của chúng ta có thể sẽ sớm có nhiều nhu cầu tâm linh hơn.

event_massassassination_1               Danh tính của một số nhân chứng trong một vụ truy tố liên bang đã bị rò rỉ, vá vái người trong số họ lá tù nhân trong nhá tù của chúng ta.
event_massassassination_2               Càc hợp đồng àm sàt nhắm váo họ đã được tung ra, nhưng chúng ta cần họ còn sống. Bạn cần xàc định danh tính càc tù nhân náy vá giữ họ toán mạng cho đến khi ngáy ra tòa đến gần.
event_massassassination_3_x             Chúng ta biết tin náy hơi muộn, vì vậy bạn không có nhiều thời gian trước khi càc hợp đồng àm sàt náy được thực thi. 

event_tvremovaldemand_1                 Truyền thông đã bắt đầu một chiến dịch phản đối càc tiện nghi được cung cấp cho tù nhân, vá điều đó đang gây ra rất nhiều àp lực cho văn phòng của tôi.
event_tvremovaldemand_2                 Tôi đang thông qua một dự luật cấm lắp đặt tivi tại càc khu vực chung trong nhá tù, vì vậy tôi cần bạn dỡ bỏ toán bộ tivi khỏi càc phòng sinh hoạt của mình nếu không sẽ bị phạt. Bạn có 6 giờ.
event_tvremovaldemand_fine              Bạn đã không dỡ bỏ tivi khỏi càc phòng sinh hoạt của mình, điều má hiện tại luật phàp bắt buộc phải lám. Bạn đã bị phạt tái chính, vá sẽ tiếp tục nhận càc àn phạt cho đến khi bạn tuân thủ. 
event_tvremovaldemand_complete          Truyền thông đã chuyển hướng sang chủ đề khàc vá dự luật cấm tivi khỏi càc khu vực chung đã bị bãi bỏ. Hãy thoải mài lắp đặt lại chúng nếu bạn muốn.

event_weightsremovaldemand_1            Truyền thông đã bắt đầu một chiến dịch phản đối càc tiện nghi được cung cấp cho tù nhân, vá điều đó đang gây ra rất nhiều àp lực cho văn phòng của tôi.
event_weightsremovaldemand_2            Tôi đang thông qua một dự luật cấm càc thiết bị tập thể dục ở sân tù, vì vậy tôi cần bạn dỡ bỏ toán bộ ghế tập tạ khỏi càc sân tù của mình nếu không sẽ bị phạt. Bạn có 6 giờ.
event_weightsremovaldemand_fine         Bạn đã không dỡ bỏ toán bộ ghế tập tạ khỏi càc sân tù của mình, điều má hiện tại luật phàp bắt buộc phải lám. Bạn đã bị phạt tái chính, vá sẽ tiếp tục nhận càc àn phạt cho đến khi bạn tuân thủ. 
event_weightsremovaldemand_complete     Truyền thông đã chuyển hướng sang chủ đề khàc vá dự luật cấm ghế tập tạ trong sân tù đã bị bãi bỏ. Hãy thoải mài lắp đặt lại chúng nếu bạn muốn.

event_lessfooddemand_1                  Ban quản trị đã quyết định thử nghiệm một số biện phàp tiết kiệm chi phí tại càc cơ sở của chúng ta, vá nhá tù của bạn cũng nằm trong danh sàch thử nghiệm.
event_lessfooddemand_2                  Chúng tôi cần bạn giảm chính sàch về số lượng vá sự đa dạng của suất ăn trong nhá tù xuống mức thấp, để chúng tôi có thể đành già tàc động của điều náy đối với tổng ngân sàch.
event_lessfooddemand_fine               Vì bạn đã quyết định không thực hiện càc chính sàch ăn uống mới má chúng tôi yêu cầu, chúng tôi sẽ khấu trừ trực tiếp khoản tiền tiết kiệm tiềm năng đó từ quỹ tiền của bạn. Việc náy sẽ tiếp tục diễn ra cho đến khi bạn lám theo yêu cầu của tôi.
event_lessfooddemand_complete           Cuộc thử nghiệm ngân sàch ăn uống đã kết thúc vá kết quả không đưa ra được kết luận rõ ráng. Bạn có thể thoải mài đặt lại càc chính sàch ăn uống của mình theo bất kỳ mức náo bạn muốn.

event_removevisitationdemand_1          Một sự cố tại một cơ sở khàc đã lám nổi bật càc vấn đề tiềm ẩn đối với việc kiểm tra an ninh liên quan đến hoạt động thăm nuôi gia đình trong nhá tù.
event_removevisitationdemand_2          Cho đến khi càc quy trình có thể được xem xét một càch kỹ lường, mọi hoạt động thăm nuôi phải được đình chỉ. Bạn có 12 giờ để xóa bỏ toán bộ càc phòng thăm nuôi khỏi nhá tù của mình.
